id,nome,link,ativo,Atualizar,Motivo,Novo Link,Comentário Outros
541,Tower of Hanoi - online,https://play.google.com/store/apps/details?id=xyz.buildman.hanoi,TRUE,Não,,,
542,Aprendizagem ATM,https://play.google.com/store/apps/details?id=com.omc.kids.atm.learning.simulator.free,FALSE,Não,,,
543,ATM Simulator Pro,https://play.google.com/store/apps/details?id=com.milux.atmsimulator,TRUE,Sim,Link quebrado,,
544,Caixa do supermercado Jogo,https://play.google.com/store/apps/details?id=co.romesoft.kids.supermarket.cashier,TRUE,Sim,Link quebrado,,
545,De compra dos miúdos Jogos,https://play.google.com/store/apps/details?id=com.kidgame.supermarket,TRUE,Não,,,
546,Multi Calculadora,https://play.google.com/store/apps/details?id=com.jee.calc,TRUE,Não,,,
547,Thanksgiving Supermarket Store,https://play.google.com/store/apps/details?id=com.hbg.thanksgiving.supermarket.store,TRUE,Sim,Link quebrado,,
548,Campo minado,https://play.google.com/store/apps/details?id=Draziw.Button.Mines,TRUE,Não,,,
549,WhatExp,https://f-droid.org/repository/browse/?fdfilter=math&fdid=fr.ludo1520.whatexp,FALSE,Não,,,
550,HISTÓRIAS FANTÁSTICAS,http://www.proativa.virtual.ufc.br/objetos_aprendizagem/historias/,TRUE,Sim,Link quebrado,,
551,BRINCÁLCULO,https://softwareducativo.github.io/Brincalculo/,TRUE,Não,,,
552,CONTA KG,https://softwareducativo.github.io/Contakg/,TRUE,Não,,,
553,FÁBRICA DE TIRINHAS,http://www.proativa.virtual.ufc.br/objetos_aprendizagem/tirinhas/tirinhas.html,TRUE,Sim,Link quebrado,,
554,Make me Ten,https://play.google.com/store/apps/details?id=com.funnygames.makeme10,TRUE,Sim,Link quebrado,,
555,2248,https://play.google.com/store/apps/details?id=com.vector.game.puzzle.numberlink,TRUE,Não,,,
556,Divisor,https://play.google.com/store/apps/details?id=com.vector.game.puzzle.divisor,TRUE,Sim,Link quebrado,,
557,Mestre do Tangram,https://play.google.com/store/apps/details?id=com.littlebeargames.tangram,TRUE,Não,,,
558,Desafios da Matemática,https://play.google.com/store/apps/details?id=impa.desafiosdamatematica,TRUE,Sim,Link quebrado,,
559,Calculadora: O Jogo,https://play.google.com/store/apps/details?id=com.sm.calculateme,TRUE,Não,,,
560,1 line,https://play.google.com/store/apps/details?id=com.gamestart.oneline,TRUE,Não,,,
561,STANLEY Floor Plan,https://play.google.com/store/apps/details?id=com.sensopia.stanleyfloorplan,TRUE,Sim,Link quebrado,,
562,Madrees,https://play.google.com/store/apps/details?id=com.anadreline.android.madrees,TRUE,Não,,,
563,Interlocked,https://play.google.com/store/apps/details?id=com.wecreatestuff.interlocked,TRUE,Não,,,
564,Um Quarto - Ensinando Fração,https://play.google.com/store/apps/details?id=com.mentallab.umquarto,TRUE,Sim,Link quebrado,,
565,Slice Fractions,https://play.google.com/store/apps/details?id=air.com.ululab.SliceFractions,TRUE,Não,,,
566,Jogo das Frações,https://play.google.com/store/apps/details?id=fatecfracoes.com,TRUE,Sim,Link quebrado,,
567,Chicken coop fractions games,https://play.google.com/store/apps/details?id=air.uk.co.echalk.chickenCoop.fractions.v2.app,TRUE,Sim,Link quebrado,,
568,Jogos de matemática,https://play.google.com/store/apps/details?id=com.GamesForKids.Mathgames.MultiplicationTables,TRUE,Não,,,
569,Cool Math and Number,https://play.google.com/store/apps/details?id=com.kidsgame.kidsmath2,TRUE,Sim,Link quebrado,,
570,iSometric,https://play.google.com/store/apps/details?id=jovijano.isometric,TRUE,Não,,,
571,Geometryx,https://play.google.com/store/apps/details?id=com.famobix.geometryx,TRUE,Não,,,
572,Triângulo Calculadora,https://play.google.com/store/apps/details?id=com.november31.trig_calc,TRUE,Não,,,
573,Pontos e Caixas,https://play.google.com/store/apps/details?id=com.connectTheDots,TRUE,Não,,,OA repetido.
574,Aventura Matemática,https://play.google.com/store/apps/details?id=com.LEDSGr.AventuraMatematica,TRUE,Sim,Link quebrado,,
575,Perguntas de Matemática,https://play.google.com/store/apps/details?id=com.show.perguntasdematematica,TRUE,Não,,,
576,Focus Timer Reborn,https://play.google.com/store/apps/details?id=net.hubalek.android.apps.focustimer,TRUE,Não,,,
577,rotação do mundo,https://play.google.com/store/apps/details?id=jp.co.arttec.satbox.turnworldcenter,TRUE,Sim,Link quebrado,,
578,Mathemagics Multiplication,https://play.google.com/store/apps/details?id=com.SlimCricket.Mathemagique,TRUE,Sim,Link quebrado,,
579,Rapid 70 - Brain Booster,https://play.google.com/store/apps/details?id=ab.rapid70,TRUE,Não,,,
580,Simetria: Caminho da Perfeição,https://play.google.com/store/apps/details?id=com.platonicgames.symmetria,TRUE,Não,,,
581,Geometria Calculadora,https://play.google.com/store/apps/details?id=ru.knnv.geometrycalcfree,TRUE,Não,,,
582,MyScript Calculator,https://play.google.com/store/apps/details?id=com.visionobjects.calculator,TRUE,Sim,Link quebrado,,
583,Lig 4 multijogador,https://play.google.com/store/apps/details?id=com.lochmann.viergewinntmultiplayer,TRUE,Não,,,
584,Socratic,https://play.google.com/store/apps/details?id=org.socratic.android,TRUE,Sim,Link quebrado,,
585,Brickscape,https://play.google.com/store/apps/details?id=com.fiveminlab.brickscape,TRUE,Sim,Link quebrado,,
586,Interlocked,https://play.google.com/store/apps/details?id=com.wecreatestuff.interlocked,TRUE,Não,,,OA repetido.
587,Calculadora de Estatística,https://play.google.com/store/apps/details?id=br.com.testeandroid.minha_calculadora,TRUE,Não,,,
588,CTI Estatística,https://play.google.com/store/apps/details?id=the.pi.br.ctiestatistica,TRUE,Não,,,
589,Outfolded,https://play.google.com/store/apps/details?id=com.threesprockets.outfolded,TRUE,Não,,,
590,EstaLo LotoFacil V.Básica,https://play.google.com/store/apps/details?id=com.EstaLo.EstaLotoFacilFree,TRUE,Não,,,
591,Loteria Estatística e Gerador,https://play.google.com/store/apps/details?id=com.logan19gp.loto_usa_generate_stats_results,TRUE,Não,,,
592,Calculadora Estatistica ++,https://play.google.com/store/apps/details?id=app.estatistica,TRUE,Sim,Link quebrado,,
593,Calculadora Estatística Pro,https://play.google.com/store/apps/details?id=com.cgollner.pro,TRUE,Não,,,
594,Estatística Simples,https://play.google.com/store/apps/details?id=metalb2.estatisticasimples,TRUE,Não,,,
595,calculadora estatísticas,https://play.google.com/store/apps/details?id=an.StatisticTools,TRUE,Não,,,
596,Estatística Fácil,https://play.google.com/store/apps/details?id=br.com.wgbn.estatisticafacil,TRUE,Não,,,
597,"Pedômetro, Contador de passos Contador de Calorias",https://play.google.com/store/apps/details?id=pedometer.steptracker.calorieburner.stepcounter,TRUE,Não,,,
598,Orçamento Fácil - Gerente de Despesas,https://play.google.com/store/apps/details?id=com.blodhgard.easybudget,TRUE,Não,,,
599,Graph Maker,https://play.google.com/store/apps/details?id=selfmademobilesolutions.chartmakerpro,TRUE,Não,,,
600,Desmos Calculadora Gráfica,https://play.google.com/store/apps/details?id=com.desmos.calculator,TRUE,Não,,,
601,Gastos Diários 3,https://play.google.com/store/apps/details?id=mic.app.gastosdiarios,TRUE,Não,,,
602,Mobills: Controle de Gastos e Contas,https://play.google.com/store/apps/details?id=br.com.gerenciadorfinanceiro.controller,TRUE,Não,,,
603,3D Gráficos,https://play.google.com/store/apps/details?id=air.A3DChartsMobile,TRUE,Não,,,
604,Tabela Periódica,https://play.google.com/store/apps/details?id=jqsoft.apps.periodictable.hd,TRUE,Não,,,
605,Tabela kalorii,https://play.google.com/store/apps/details?id=dom.marcin.tabelakalorii,TRUE,Sim,Link quebrado,,
606,Quadro Horário,https://play.google.com/store/apps/details?id=br.com.kercio.quadrohorariok,TRUE,Sim,Link quebrado,,
607,Notas Tabela,https://play.google.com/store/apps/details?id=vivekagarwal.playwithdb,TRUE,Não,,,
608,Estatística Eleitoral (TRE-MT),https://play.google.com/store/apps/details?id=br.jus.tremt.estatistica,TRUE,Sim,Link quebrado,,
609,Previsão de futebol,https://play.google.com/store/apps/details?id=ovh.sauzanaprod.predictionfoot,TRUE,Não,,,
610,6 Matemática - Estatística,https://play.google.com/store/apps/details?id=com.teeneinst.quiz.us.vi.statistics,TRUE,Não,,,
611,Racha Conta,https://play.google.com/store/apps/details?id=the.pi.br.rachaconta,TRUE,Não,,,
612,Intersection Controller,https://play.google.com/store/apps/details?id=se.shadowtree.software.trafficbuilder,TRUE,Não,,,
613,Multibase (Material Dourado),https://play.google.com/store/apps/details?id=com.multibase&hl=pt_BR,TRUE,Não,,,
614,Primeiro Herói,https://play.google.com/store/apps/details?id=com.CrossReality.Primeiro_Heroi,TRUE,Sim,Link quebrado,,
